school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,0,1,0,0,1,0,3,2,4,4,1,0,1,2,0,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0,1,1,1,146.0
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,0,0,0,0,1,0,3,3,2,2,3,0,1,2,0,1,0,1,0,0,0,0,0,4,3,4,2,3,4,0,1,1,1,186.0
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,0,0,0,0,1,0,1,2,2,2,3,0,1,1,0,1,0,0,0,0,0,0,0,3,3,3,1,2,3,0,1,1,1,187.0
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,0,0,0,0,0,0,2,1,4,4,2,0,1,2,0,1,1,0,0,0,0,0,0,4,2,3,1,2,5,0,1,1,1,59.0
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,0,1,0,0,1,1,3,3,1,4,1,0,1,2,0,1,0,1,1,1,0,0,0,3,3,3,1,3,3,0,0,0,0,277.0
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,0,0,0,1,1,0,1,2,3,4,0,0,1,2,0,1,1,1,1,0,0,1,1,3,1,3,1,5,3,0,0,0,1,233.0
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,0,1,0,0,1,0,2,3,2,2,2,0,1,2,0,1,1,1,1,0,0,0,1,4,3,3,1,1,2,0,1,1,1,113.0
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,0,1,0,0,1,0,1,1,3,2,2,0,1,2,0,1,1,1,0,0,0,0,1,5,3,3,1,1,3,0,0,0,0,278.0
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,0,0,0,0,1,0,1,2,3,2,3,2,2,2,0,1,1,0,0,1,0,0,1,4,4,4,4,5,5,0,0,0,0,306.0
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,0,0,0,1,1,0,3,3,2,2,1,0,1,1,0,1,0,1,0,0,0,0,1,4,3,2,3,4,5,0,0,0,1,234.0
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,0,0,0,0,1,0,2,3,4,4,0,1,2,1,0,1,1,1,1,0,0,0,1,5,3,3,1,1,3,0,1,1,1,86.0
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,0,1,0,0,0,0,2,4,2,2,2,1,1,2,0,1,1,1,0,0,0,0,0,4,3,2,1,1,5,0,1,1,1,60.0
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,0,0,0,0,1,0,4,4,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,0,1,1,1,34.0
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,0,0,0,1,0,0,3,3,0,4,0,1,3,1,0,1,0,0,0,0,0,0,1,3,3,4,3,5,3,0,0,0,1,235.0
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,0,1,0,0,1,0,4,4,2,0,0,0,2,1,1,1,0,1,1,0,0,0,1,4,2,4,2,3,2,0,1,1,1,13.0
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,0,1,0,0,0,0,4,4,0,0,1,0,1,2,0,1,0,0,1,0,0,0,1,4,5,2,1,2,3,0,0,0,1,236.0
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,0,1,0,0,1,0,4,3,1,4,0,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,0,1,1,1,35.0
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,0,1,0,0,1,0,2,3,4,4,1,0,1,2,0,0,0,0,0,0,0,1,1,4,4,3,1,3,4,0,0,1,1,237.0
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,0,1,0,0,1,0,1,1,4,4,2,0,1,2,0,1,0,0,1,1,0,1,1,4,4,4,1,3,1,0,0,0,1,238.0
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,0,1,0,1,1,0,2,2,4,4,1,0,1,1,0,1,0,1,1,0,0,0,1,5,3,2,1,2,3,0,0,0,0,346.0
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,0,1,0,1,1,0,2,2,2,2,1,0,2,4,0,1,0,0,0,1,0,0,1,5,3,5,1,1,5,0,1,1,1,188.0
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,0,1,0,0,1,0,3,4,3,2,0,0,1,3,1,1,0,0,1,0,0,0,0,4,4,3,3,4,5,0,1,0,0,279.0
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,0,1,0,0,1,1,3,1,2,4,2,0,1,2,3,1,0,0,1,0,0,0,1,2,3,3,2,2,4,0,0,0,0,330.0
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,0,1,0,0,1,0,4,3,0,4,3,0,1,2,0,1,1,0,0,0,0,0,0,1,3,2,1,1,1,0,1,1,1,114.0
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,0,1,0,0,1,0,1,1,3,4,0,0,2,1,0,1,0,0,1,0,0,1,1,4,3,2,1,4,5,0,0,0,1,239.0
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,0,1,0,1,1,0,4,3,0,4,1,0,2,3,0,1,0,0,0,0,0,0,0,4,4,2,1,1,4,0,0,0,0,331.0
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,0,1,1,0,1,0,3,3,4,4,1,2,1,4,0,1,0,0,0,0,0,0,1,4,3,3,1,2,3,0,0,0,0,307.0
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,0,0,0,0,0,0,4,4,2,4,0,0,1,2,0,1,0,0,1,0,0,0,0,5,3,5,4,5,3,0,1,1,1,115.0
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,0,1,0,0,1,1,2,2,4,4,1,0,1,2,0,0,0,0,1,0,0,0,1,3,3,4,1,1,4,0,1,1,1,87.0
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,0,0,0,0,1,0,2,2,2,4,0,0,1,2,1,1,0,0,0,0,0,0,1,4,4,4,2,4,5,0,0,0,0,308.0
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,0,1,0,1,0,0,4,4,2,4,3,0,1,1,0,1,0,0,1,0,0,1,1,5,2,1,1,2,3,0,0,1,1,240.0
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,0,1,0,0,0,0,3,2,4,4,1,0,2,2,0,1,1,0,1,0,0,0,1,4,4,4,1,3,1,0,1,1,1,61.0
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,0,1,0,0,1,0,4,3,4,4,1,0,1,2,2,1,1,0,1,0,0,0,0,3,4,5,2,4,1,0,0,0,0,357.0
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,0,0,0,0,0,0,3,3,2,1,0,1,1,2,1,1,0,0,1,0,0,0,1,3,2,4,2,4,4,0,0,0,0,309.0
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,0,1,0,0,1,0,2,3,3,4,0,1,2,1,0,1,0,0,1,0,0,1,1,3,3,3,1,4,3,0,0,0,0,310.0
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,0,1,0,0,1,0,2,2,3,3,2,0,1,3,0,1,0,0,0,0,0,0,1,4,3,3,1,1,4,0,0,1,1,241.0
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,0,1,0,1,1,0,2,1,3,2,1,0,2,2,0,1,0,1,0,0,0,0,1,4,2,5,1,2,5,0,0,0,0,347.0
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,0,1,0,0,1,0,1,1,3,4,1,0,1,3,1,1,0,1,0,0,0,1,0,4,3,4,1,1,5,0,0,0,0,376.0
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,0,1,0,0,1,0,2,3,2,0,3,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,0,1,1,1,22.0
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,0,0,0,0,1,0,2,2,4,4,0,0,2,2,0,1,0,0,1,0,0,0,1,3,3,3,5,5,4,0,1,1,1,116.0
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,0,1,0,0,1,0,4,4,0,2,0,0,1,3,0,1,0,1,0,1,0,0,1,5,3,2,1,1,5,0,1,1,1,88.0
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,0,1,0,1,1,0,3,1,4,4,1,0,1,2,1,1,1,1,0,0,0,0,0,5,3,3,1,1,4,0,0,0,0,332.0
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,0,1,0,0,1,0,3,2,4,4,2,0,1,2,0,1,1,1,0,1,0,0,1,5,3,4,1,3,3,0,1,1,1,62.0
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,0,0,0,0,0,0,2,3,2,2,1,1,1,2,0,1,0,0,1,1,0,0,1,5,3,3,1,3,3,0,1,1,1,147.0
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,0,0,0,0,0,0,2,1,3,4,2,0,4,2,0,0,0,0,0,0,0,0,0,4,3,2,4,5,3,0,1,0,0,280.0
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,0,1,0,0,1,1,2,1,4,4,2,0,2,3,0,1,1,1,0,0,0,0,0,3,2,3,1,2,3,0,1,1,1,148.0
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,0,1,0,0,0,0,4,3,1,4,1,1,1,2,0,1,1,1,0,0,0,0,0,3,2,3,1,2,3,0,1,1,1,89.0
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,0,0,0,1,1,0,2,2,4,4,2,1,2,2,0,1,0,0,0,0,0,0,1,4,5,2,1,1,1,0,1,1,1,189.0
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,0,0,0,0,1,0,4,4,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,4,5,5,1,3,2,0,1,0,0,281.0
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,0,0,0,0,1,0,4,4,1,4,1,1,1,2,0,1,0,0,0,0,0,0,1,4,2,4,2,4,1,0,1,1,1,117.0
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,0,0,0,0,0,0,1,1,4,4,0,0,2,2,0,1,0,0,1,0,0,0,1,3,4,2,1,1,5,0,0,0,0,348.0
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,0,0,0,0,1,0,3,2,3,4,1,0,2,3,0,1,1,1,0,0,0,0,0,5,3,3,1,3,2,0,1,0,1,242.0
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,0,0,0,0,0,0,2,2,4,4,0,1,1,2,0,1,1,0,0,1,0,0,0,4,4,2,5,5,4,0,1,1,1,118.0
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,0,1,0,0,1,0,2,1,4,4,0,0,1,1,0,1,1,1,1,0,0,0,0,4,5,2,1,1,5,0,1,1,1,149.0
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,0,1,0,1,1,0,2,1,3,2,2,0,3,2,0,1,1,1,0,0,0,1,1,2,1,1,1,1,3,0,1,1,1,190.0
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,0,0,0,0,1,0,2,2,4,2,1,1,1,2,1,1,1,1,1,0,1,0,1,5,5,4,3,5,2,0,0,0,0,377.0
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,0,0,0,0,0,0,4,3,1,4,2,0,2,2,0,1,1,1,0,0,0,0,0,2,5,5,1,4,5,0,1,1,1,150.0
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,0,0,0,1,0,1,4,4,0,4,2,0,2,2,0,1,0,0,1,0,0,0,1,3,3,3,2,3,4,0,1,1,1,151.0
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,0,0,0,0,0,0,4,3,0,4,2,0,1,1,0,1,1,1,0,1,0,0,1,5,4,5,1,1,3,0,0,0,0,378.0
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,0,0,0,0,1,0,4,4,2,2,2,0,1,1,0,1,1,1,0,0,0,0,1,5,3,2,1,2,5,0,1,1,1,152.0
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,0,1,0,0,1,0,2,1,4,4,2,2,2,3,0,1,0,0,1,1,0,0,0,4,4,4,1,1,3,0,0,0,0,379.0
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,0,0,0,0,1,0,2,1,4,4,2,0,3,1,0,1,1,1,1,0,0,0,1,4,3,3,1,1,4,0,1,1,1,14.0
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,0,0,0,0,1,0,2,3,4,4,2,1,2,1,0,1,1,1,1,0,0,0,1,5,2,2,1,1,2,0,1,1,1,119.0
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,0,0,1,0,1,0,3,1,2,2,3,0,1,1,3,1,1,1,1,1,1,0,0,5,4,5,5,5,1,0,0,0,0,311.0
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,0,0,0,1,0,0,3,3,4,2,2,0,1,2,1,1,0,1,1,0,0,0,0,4,3,3,1,3,5,0,0,0,0,354.0
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,0,0,0,0,1,0,0,2,4,4,3,0,1,1,0,1,1,0,1,1,0,0,1,4,3,2,2,4,5,0,1,1,1,63.0
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,0,0,0,0,1,0,3,2,2,4,2,0,2,1,1,1,1,1,1,0,1,0,1,4,4,5,2,4,5,0,0,0,0,312.0
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,0,0,0,0,1,0,3,3,3,4,1,2,3,2,0,0,0,1,1,1,0,0,1,5,3,3,1,3,2,0,0,1,1,243.0
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,0,0,0,0,1,0,2,1,2,2,3,0,1,1,1,1,1,1,1,1,1,0,1,3,2,5,2,5,5,0,0,0,0,313.0
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,0,0,0,1,1,0,2,1,4,4,2,0,2,1,0,1,1,1,0,1,0,1,1,3,3,2,1,3,3,0,0,0,0,314.0
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,0,0,0,1,1,0,2,1,4,4,2,0,1,1,0,1,1,1,1,1,0,0,1,4,4,2,2,4,5,0,0,1,1,153.0
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,0,0,0,0,0,0,1,1,1,4,2,0,2,1,1,1,0,1,0,0,0,0,1,4,4,4,1,2,5,0,0,0,0,315.0
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,0,1,0,0,0,0,4,2,0,2,1,0,1,4,0,1,0,0,0,0,0,0,1,4,2,3,1,1,4,0,1,1,1,120.0
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,0,0,1,0,0,1,4,3,2,3,1,0,1,2,0,1,0,1,1,0,0,0,1,4,3,1,1,1,1,0,1,1,1,191.0
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,0,0,0,0,1,0,2,1,4,4,0,0,1,2,0,1,1,1,0,0,0,0,1,5,2,4,1,2,4,0,1,1,1,90.0
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,0,1,0,0,0,0,2,2,2,2,2,1,1,4,0,1,1,0,0,0,0,0,0,3,4,1,1,1,2,0,1,0,0,380.0
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,0,1,0,0,1,0,4,3,2,4,0,1,1,2,0,1,0,0,1,0,0,0,0,3,1,2,1,3,2,0,1,1,1,15.0
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,0,0,0,0,1,0,4,3,0,4,2,0,1,2,0,1,0,0,1,1,0,0,1,4,3,2,1,1,3,0,0,0,0,316.0
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,0,0,0,1,1,0,3,2,4,4,2,0,1,3,0,1,1,1,0,1,0,1,1,5,3,2,1,1,3,0,1,1,1,154.0
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,0,1,0,0,1,0,3,3,4,4,0,0,1,3,0,1,1,1,0,1,0,1,1,3,2,3,1,1,4,0,1,0,0,282.0
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,0,1,0,0,1,0,2,2,3,2,0,0,1,3,0,1,0,0,0,0,0,0,0,4,3,3,1,1,3,0,0,1,0,381.0
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,0,0,0,1,0,1,3,4,4,4,1,0,2,2,0,1,0,0,0,0,0,0,1,4,2,5,3,4,1,0,1,1,1,23.0
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,0,0,0,0,1,0,3,1,2,4,3,0,1,2,0,1,1,0,0,0,0,0,0,5,4,4,3,4,5,0,0,0,1,244.0
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,0,1,0,1,1,0,4,4,0,4,1,0,2,2,0,1,1,0,0,0,0,0,1,4,3,4,2,2,4,0,1,1,1,192.0
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,0,0,0,0,1,0,4,2,1,4,1,1,1,2,0,1,0,0,0,0,0,0,0,5,4,5,1,3,5,0,1,0,1,245.0
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,0,1,0,1,1,0,2,1,4,4,1,0,2,2,0,1,0,1,1,0,1,0,0,4,3,5,1,2,3,0,0,0,0,382.0
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,0,1,1,0,1,0,3,3,4,2,0,2,1,2,2,1,0,0,0,0,0,0,1,4,3,5,3,3,5,0,0,0,0,283.0
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,0,1,0,0,1,0,2,3,4,2,1,1,1,4,0,1,0,0,0,0,0,0,0,4,5,5,1,3,2,0,1,1,1,91.0
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,0,1,0,0,0,0,1,1,4,4,0,0,2,2,0,1,0,0,1,1,0,1,1,4,4,3,1,1,3,0,1,1,1,193.0
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,0,0,0,1,1,0,1,2,3,3,0,0,1,2,0,1,0,0,0,1,0,1,0,3,5,2,2,2,1,0,1,1,1,92.0
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,0,1,0,0,1,0,2,4,3,1,1,0,2,2,0,1,0,0,1,0,0,0,0,4,3,3,1,1,1,0,1,1,1,246.0
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,0,1,0,0,0,0,2,2,2,4,2,0,2,2,0,0,0,0,1,0,0,0,0,4,4,4,2,3,5,0,1,1,1,155.0
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,0,1,0,1,1,1,3,2,4,2,0,0,2,2,0,1,1,1,1,1,1,0,0,4,1,1,1,1,5,75,1,0,0,284.0
