,sexC,ageC,raceC,MC,priors_count_C
2225,0,1,0,0,1
2226,0,1,0,0,3
2227,0,1,1,0,0
2228,0,3,0,1,4
2229,0,0,1,0,0
2230,1,1,1,0,4
2231,0,1,0,0,1
2232,0,1,2,0,0
2233,0,2,0,0,3
2234,0,1,0,0,7
2235,0,0,0,0,1
2236,0,1,1,0,0
2237,0,3,1,0,3
2238,0,1,2,4,0
2239,0,0,2,0,1
2240,0,1,1,0,4
2241,0,2,0,0,0
2242,0,2,0,0,17
2243,0,1,0,0,8
2244,0,1,1,0,1
2245,0,1,1,0,9
2246,0,1,1,0,0
2247,0,1,1,1,1
2248,0,2,0,1,1
2249,0,1,0,0,2
2250,0,2,1,5,4
2251,0,1,0,0,4
2252,0,1,2,0,2
2253,1,1,2,2,0
2254,0,1,1,0,0
2255,0,2,1,1,1
2256,0,1,2,0,2
2257,0,3,1,0,1
2258,0,2,0,4,1
2259,0,1,1,0,3
2260,0,1,0,0,1
2261,0,1,2,0,1
2262,1,1,0,4,10
2263,0,1,0,0,10
2264,0,1,0,1,6
2265,0,2,3,0,1
2266,0,2,0,0,0
2267,0,2,1,0,3
2268,0,3,1,0,10
2269,0,1,0,0,1
2270,0,2,0,1,10
2271,0,2,0,5,4
2272,0,1,1,0,10
2273,1,2,1,1,0
2274,0,1,0,0,3
2275,0,1,0,0,1
2276,0,2,1,0,0
2277,0,2,1,0,16
2278,0,1,0,0,4
2279,0,1,0,0,0
2280,0,2,1,5,0
2281,1,1,1,0,0
2282,0,1,1,0,0
2283,1,1,0,0,2
2284,0,1,0,0,0
2285,0,1,1,1,0
2286,0,2,0,0,3
2287,0,1,0,0,1
2288,0,1,1,0,0
2289,0,1,1,0,11
2290,0,0,0,0,0
2291,0,2,0,0,10
2292,0,1,0,0,4
2293,0,1,0,0,1
2294,0,1,0,0,0
2295,0,2,0,0,1
2296,0,1,0,0,0
2297,1,1,0,0,0
2298,0,2,3,1,0
2299,0,3,1,0,1
2300,0,2,3,2,2
2301,0,2,0,0,16
2302,0,1,0,0,4
2303,0,1,0,0,8
2304,1,1,0,0,0
2305,0,1,0,0,1
2306,0,1,0,0,4
2307,1,2,1,0,12
2308,0,1,1,1,0
2309,0,1,3,1,0
2310,1,1,0,0,0
2311,0,1,0,0,9
2312,0,2,0,1,1
2313,0,1,1,1,1
2314,1,2,1,1,0
2315,1,2,0,1,8
2316,0,1,0,0,5
2317,0,1,0,0,1
2318,0,2,0,0,13
2319,0,0,3,0,0
2320,0,2,0,0,8
2321,0,1,0,0,0
2322,0,1,0,0,1
2323,0,2,1,1,0
2324,0,2,1,1,0
2325,0,2,1,0,1
2326,0,1,0,0,1
2327,0,3,0,1,30
2328,0,2,1,0,5
2329,0,3,1,0,0
2330,1,1,2,5,0
2331,0,3,1,1,2
2332,1,1,0,1,1
2333,1,1,0,0,0
2334,0,0,0,0,1
2335,0,2,0,0,2
2336,0,1,0,0,1
2337,0,2,1,0,1
2338,0,2,0,0,4
2339,0,1,0,0,2
2340,0,2,1,0,33
2341,1,3,1,0,1
2342,0,1,0,0,1
2343,0,1,2,2,1
2344,0,1,0,0,4
2345,1,2,2,2,0
2346,0,2,3,0,0
2347,0,1,0,0,0
2348,0,1,2,0,0
2349,0,1,0,0,1
2350,0,2,1,1,4
2351,1,1,1,0,0
2352,0,1,1,0,14
2353,0,2,1,0,1
2354,1,1,0,0,2
2355,0,1,0,1,15
2356,0,1,0,0,1
2357,0,2,0,0,1
2358,0,1,1,0,2
2359,0,1,1,0,1
2360,0,1,0,0,1
2361,0,2,0,0,18
2362,0,1,0,0,1
2363,0,1,1,0,1
2364,0,2,0,0,3
2365,1,1,0,0,14
2366,0,2,0,0,7
2367,0,1,1,0,0
2368,0,1,1,0,0
2369,0,1,1,0,2
2370,1,1,0,0,1
2371,0,2,1,3,0
2372,0,1,0,1,5
2373,0,1,1,0,3
2374,0,1,2,0,0
2375,0,3,1,4,0
2376,1,2,1,0,0
2377,0,1,1,0,1
2378,0,1,1,0,2
2379,0,1,0,0,16
2380,0,1,1,0,0
2381,0,1,1,0,1
2382,0,1,0,0,1
2383,0,1,1,0,0
2384,0,1,1,0,0
2385,0,1,1,0,1
2386,0,3,1,0,6
2387,0,1,1,1,1
2388,0,2,0,6,0
2389,0,2,0,0,7
2390,0,1,0,0,0
2391,0,1,0,0,8
2392,0,3,1,5,0
2393,0,2,0,0,0
2394,0,1,0,0,1
2395,0,1,1,0,0
2396,1,1,1,0,1
2397,0,1,1,0,9
2398,0,2,0,0,2
2399,0,1,0,0,1
2400,0,1,0,0,2
2401,0,1,3,0,5
2402,1,1,0,0,4
2403,0,1,0,0,1
2404,0,1,3,1,3
2405,1,2,0,0,2
2406,0,1,0,0,2
2407,0,2,0,1,6
2408,0,2,1,0,8
2409,1,1,0,0,0
2410,0,1,1,0,0
2411,0,3,0,0,1
2412,1,3,1,5,0
2413,0,2,1,0,0
2414,0,2,0,2,1
2415,0,3,0,0,3
2416,0,1,0,1,5
2417,0,2,1,0,1
2418,0,1,2,1,2
2419,1,2,2,5,2
2420,0,1,0,0,2
2421,0,1,0,0,5
2422,0,1,0,0,4
2423,0,1,0,0,1
2424,0,2,1,1,3
2425,1,1,0,0,7
2426,1,1,0,0,0
2427,1,1,0,0,3
2428,0,2,1,5,0
2429,0,1,1,0,0
2430,0,1,1,0,0
2431,0,3,1,0,0
2432,0,1,0,0,0
2433,0,3,0,5,22
2434,0,1,0,0,9
2435,0,1,1,0,1
2436,0,2,1,0,0
2437,0,2,0,0,0
2438,0,1,0,0,10
2439,0,1,1,0,0
2440,1,2,1,0,0
2441,0,2,1,0,2
2442,1,2,0,0,5
2443,0,1,3,0,11
2444,0,1,2,0,6
2445,0,1,1,0,0
2446,0,2,1,0,2
2447,0,1,0,0,11
2448,0,1,1,0,5
2449,1,1,0,0,1
2450,1,2,0,0,0
2451,0,1,0,0,13
2452,0,3,2,5,0
2453,0,1,1,0,13
2454,0,1,0,0,5
2455,0,2,2,0,8
2456,0,1,1,0,4
2457,0,1,0,0,0
2458,0,2,0,0,8
2459,0,2,3,0,3
2460,0,1,3,4,0
2461,1,1,0,0,13
2462,0,1,0,0,0
2463,0,0,0,0,0
2464,0,2,1,0,2
2465,1,1,0,0,5
2466,0,2,0,0,7
2467,1,1,0,0,0
2468,0,2,0,0,6
2469,0,1,1,0,3
2470,0,1,0,0,3
2471,0,1,1,0,0
2472,0,1,0,0,1
2473,0,1,2,0,1
2474,0,1,0,0,1
2475,0,1,3,0,1
2476,0,1,0,0,1
2477,0,1,1,4,3
2478,0,1,1,0,0
2479,0,1,2,0,1
2480,0,2,1,0,0
2481,0,1,0,1,0
2482,0,1,2,1,0
2483,0,2,1,0,1
2484,0,3,1,4,0
2485,0,2,0,5,14
2486,0,1,0,0,1
2487,0,1,1,0,6
2488,1,2,1,0,2
2489,0,1,0,0,7
2490,0,1,1,0,1
2491,0,2,0,0,7
2492,0,2,1,1,0
2493,1,1,1,0,1
2494,0,1,0,0,0
2495,0,2,0,0,4
2496,0,2,0,0,0
2497,0,1,2,0,17
2498,0,1,1,0,2
2499,1,1,0,0,0
2500,0,1,0,0,10
2501,0,1,2,0,0
2502,0,1,2,0,8
2503,0,2,2,0,2
2504,0,1,2,0,0
2505,0,1,0,0,1
2506,0,1,0,0,0
2507,0,2,0,1,2
2508,0,2,0,0,1
2509,0,1,0,0,12
2510,0,2,0,0,0
2511,0,1,1,0,0
2512,1,1,0,6,1
2513,0,1,1,0,4
2514,0,2,1,5,1
2515,0,1,0,0,3
2516,0,0,0,0,0
2517,0,1,1,0,0
2518,0,1,0,0,1
2519,0,1,1,0,7
2520,0,1,0,0,11
2521,0,1,1,0,4
2522,0,2,0,0,0
2523,0,1,3,1,2
2524,0,1,0,0,1
2525,1,1,1,0,2
2526,1,1,1,0,0
2527,1,1,0,0,2
2528,1,1,2,0,7
2529,1,1,0,0,0
2530,0,1,2,0,0
2531,0,2,0,0,0
2532,0,1,1,4,2
2533,0,1,0,0,0
2534,0,1,0,1,1
2535,0,1,0,0,3
2536,0,1,1,0,3
2537,0,2,1,0,19
2538,0,1,2,0,1
2539,0,1,0,0,1
2540,1,2,1,0,1
2541,1,1,0,0,1
2542,0,1,1,0,3
2543,0,1,1,0,4
2544,0,1,0,0,6
2545,0,1,0,0,0
2546,0,2,1,0,1
2547,0,1,0,0,2
2548,0,1,0,1,3
2549,1,2,1,0,0
2550,0,1,1,4,0
2551,0,1,1,0,4
2552,1,1,1,5,2
2553,0,1,1,0,3
2554,0,1,1,0,3
2555,1,2,1,3,0
2556,0,1,1,0,3
2557,0,1,0,1,2
2558,0,2,0,1,0
2559,0,1,1,0,0
2560,0,2,0,0,13
2561,0,1,0,0,6
2562,0,2,2,1,0
2563,0,1,0,0,0
2564,0,1,1,0,1
2565,0,1,1,0,0
2566,0,1,3,0,2
2567,0,1,0,0,10
2568,0,2,1,5,1
2569,0,1,0,2,13
2570,1,2,0,0,6
2571,0,1,0,0,4
2572,0,1,1,0,3
2573,0,1,0,0,8
2574,0,1,0,0,2
2575,0,2,0,0,0
2576,0,1,1,4,7
2577,0,2,1,0,6
2578,0,2,0,0,25
2579,0,2,0,5,9
2580,0,1,0,0,1
2581,0,1,0,1,1
2582,1,2,1,0,1
2583,0,1,1,0,6
2584,0,2,1,0,7
2585,0,1,1,0,2
2586,0,1,2,0,0
2587,1,1,1,0,0
2588,0,2,1,5,1
2589,1,1,0,0,3
2590,0,1,0,0,0
2591,1,0,0,0,0
2592,0,0,0,0,0
2593,0,2,1,0,0
2594,0,2,0,2,8
2595,0,1,0,0,5
2596,0,1,0,0,0
2597,0,1,1,0,3
2598,0,1,0,0,14
2599,1,2,1,0,1
2600,0,1,0,0,5
2601,0,2,0,1,0
2602,0,1,0,0,0
2603,0,0,0,0,3
2604,0,1,0,0,1
2605,0,2,0,0,1
2606,0,1,0,0,5
2607,0,1,0,0,0
2608,0,0,0,0,1
2609,0,2,1,5,1
2610,1,1,1,0,1
2611,0,2,0,1,0
2612,0,1,0,0,13
2613,1,1,1,0,0
2614,1,1,1,0,4
2615,0,1,0,0,0
2616,0,2,1,2,10
2617,0,1,1,1,2
2618,0,1,1,0,7
2619,0,1,0,0,0
2620,1,1,3,1,6
2621,0,1,1,0,0
2622,0,1,0,0,0
2623,1,1,2,0,20
2624,0,1,0,5,26
2625,0,1,1,0,0
2626,0,2,1,0,0
2627,0,1,1,0,19
2628,0,0,3,0,0
2629,0,2,1,0,0
2630,1,2,1,0,1
2631,0,1,0,4,9
2632,0,1,0,0,9
2633,1,1,1,0,2
2634,0,1,0,0,3
2635,0,2,2,2,0
2636,1,1,0,0,0
2637,1,1,0,0,0
2638,0,1,0,0,22
2639,0,1,1,0,2
2640,0,1,0,0,8
2641,0,1,1,0,2
2642,0,1,0,0,7
2643,1,1,1,1,0
2644,0,1,0,0,10
2645,0,2,3,0,0
2646,0,1,3,0,0
2647,0,1,1,1,2
2648,0,1,0,1,0
2649,0,0,3,0,1
2650,1,1,0,0,9
2651,0,1,0,0,16
2652,0,1,2,0,0
2653,0,1,1,0,4
2654,0,1,1,0,2
2655,0,1,2,0,0
2656,0,1,0,0,5
2657,0,1,0,0,2
2658,0,2,0,0,9
2659,0,1,0,1,7
2660,0,1,2,4,0
2661,0,1,2,0,0
2662,0,2,1,0,3
2663,0,1,0,0,0
2664,0,1,0,0,3
2665,0,1,2,0,8
2666,1,1,0,0,0
2667,0,2,1,1,2
2668,0,2,0,0,12
2669,0,1,1,0,0
2670,0,1,0,1,0
2671,0,1,0,0,4
2672,0,1,1,0,0
2673,0,1,0,0,5
2674,0,1,0,0,1
2675,0,2,0,0,9
2676,0,2,3,0,0
2677,0,1,0,0,12
2678,0,1,0,0,0
2679,0,1,0,0,4
2680,0,2,1,0,1
2681,0,1,2,0,1
2682,0,1,0,4,4
2683,0,1,2,0,0
2684,1,1,0,0,2
2685,0,2,3,1,4
2686,0,2,1,0,2
2687,0,1,0,0,1
2688,1,1,3,4,0
2689,0,1,3,0,2
2690,0,1,2,1,5
2691,0,0,1,0,0
2692,1,2,2,1,2
2693,1,2,1,0,14
2694,0,2,1,1,1
2695,0,1,0,0,2
2696,0,1,0,0,5
2697,0,1,2,0,0
2698,0,1,0,0,3
2699,0,1,0,0,1
2700,0,1,1,0,1
2701,0,1,0,0,6
2702,0,1,0,0,14
2703,0,2,0,1,6
2704,0,2,0,0,7
2705,0,1,0,0,1
2706,0,2,1,0,2
2707,0,1,0,0,22
2708,0,1,2,0,7
2709,0,1,0,0,1
2710,0,1,1,0,0
2711,0,1,0,0,0
2712,0,1,0,0,4
2713,0,2,0,0,1
2714,0,2,0,0,24
2715,0,2,1,5,12
2716,0,1,3,0,4
2717,0,1,0,0,0
2718,0,1,0,0,1
2719,0,2,0,0,5
2720,0,2,2,0,19
2721,0,1,0,0,2
2722,0,1,3,0,8
2723,0,1,0,0,2
2724,0,2,1,2,1
2725,0,1,0,0,0
2726,0,1,1,0,0
2727,0,1,0,1,1
2728,1,3,3,5,0
2729,0,2,1,0,0
2730,0,1,3,0,4
2731,0,2,1,0,1
2732,0,1,2,0,1
2733,0,1,0,0,2
2734,0,2,1,0,0
2735,0,0,0,0,1
2736,0,1,1,2,1
2737,1,1,3,4,0
2738,0,1,0,0,3
2739,0,1,1,0,9
2740,0,2,1,0,1
2741,0,2,0,0,18
2742,0,1,0,0,1
2743,0,1,0,1,3
2744,0,1,0,0,6
2745,0,1,1,0,1
2746,0,1,1,0,1
2747,0,3,1,0,0
2748,0,1,0,0,3
2749,0,1,0,0,0
2750,0,2,1,0,18
2751,0,1,0,0,2
2752,0,1,0,0,2
2753,0,3,1,0,0
2754,0,2,0,1,0
2755,0,1,0,0,6
2756,0,1,2,0,0
2757,0,2,1,1,0
2758,0,2,0,1,3
2759,0,1,1,0,11
2760,0,2,1,0,1
2761,0,1,1,1,0
2762,0,2,0,0,1
2763,0,2,1,1,3
2764,0,2,1,0,3
2765,1,0,1,0,0
2766,1,2,0,0,10
2767,0,1,0,1,0
2768,0,1,3,1,1
2769,1,2,1,5,0
2770,0,1,0,0,1
2771,0,1,2,0,2
2772,0,2,1,5,1
2773,0,1,1,0,0
2774,1,1,2,1,1
2775,0,1,1,0,9
2776,1,2,3,0,0
2777,0,1,0,0,4
2778,0,3,1,0,1
2779,1,3,1,5,0
2780,1,1,1,0,2
2781,0,1,0,0,1
2782,1,2,1,1,1
2783,0,1,1,0,6
2784,1,1,1,0,0
2785,1,1,1,0,2
2786,1,1,0,0,1
2787,0,1,0,0,2
2788,0,1,0,0,0
2789,0,2,1,0,1
2790,0,1,0,1,6
2791,0,1,0,0,7
2792,0,1,2,0,1
2793,0,1,0,0,5
2794,0,1,0,0,1
2795,0,3,1,3,8
2796,1,1,0,0,1
2797,1,2,1,0,7
2798,0,1,0,0,3
2799,1,1,0,0,1
2800,0,2,2,0,4
2801,0,2,1,5,0
2802,0,1,1,0,0
2803,0,1,0,0,0
2804,0,1,0,0,0
2805,0,2,0,0,19
2806,0,2,0,0,24
2807,0,1,0,4,2
2808,0,1,1,0,9
2809,0,2,0,0,15
2810,0,1,0,0,6
2811,0,1,0,0,3
2812,0,1,1,0,2
2813,0,1,2,0,3
2814,0,1,0,0,1
2815,1,0,0,0,0
2816,0,1,0,0,9
2817,1,2,0,0,0
2818,0,1,0,0,1
2819,0,1,0,0,0
2820,0,1,1,0,10
2821,0,1,0,0,5
2822,1,0,0,0,1
2823,0,2,1,0,1
2824,0,1,0,1,1
2825,0,0,0,0,2
2826,0,1,1,0,0
2827,0,1,0,0,8
2828,1,1,0,4,3
2829,0,1,0,0,0
2830,0,2,1,0,2
2831,0,2,0,1,1
2832,0,1,0,0,0
2833,0,1,3,0,1
2834,0,3,0,1,20
2835,0,2,1,0,1
2836,1,1,0,0,0
2837,0,1,0,0,5
2838,1,1,0,0,3
2839,1,1,1,0,0
2840,0,0,1,0,0
2841,0,1,2,0,0
2842,0,1,1,0,5
2843,0,1,3,0,0
2844,0,1,3,0,2
2845,0,1,1,0,3
2846,1,1,0,0,0
2847,1,2,1,0,1
2848,0,2,0,1,8
2849,0,1,1,0,3
2850,0,1,0,0,2
2851,0,1,0,4,0
2852,0,1,0,4,24
2853,0,1,0,0,1
2854,0,1,0,0,1
2855,1,1,0,0,3
2856,0,1,1,0,3
2857,0,1,1,0,0
2858,0,2,0,0,2
2859,0,1,2,1,1
2860,0,1,0,0,9
2861,1,1,0,0,0
2862,1,1,0,0,1
2863,1,2,0,0,0
2864,0,1,1,0,0
2865,0,1,1,0,5
2866,0,1,1,1,9
2867,1,1,1,0,1
2868,0,2,0,1,0
2869,0,1,0,0,5
2870,0,2,0,0,10
2871,1,2,0,0,7
2872,0,3,1,0,3
2873,0,2,3,0,10
2874,0,1,1,0,0
2875,0,1,0,0,2
2876,0,1,2,0,3
2877,0,1,1,0,9
2878,0,1,0,0,0
2879,0,1,0,0,5
2880,0,2,0,0,0
2881,0,1,0,0,5
2882,0,2,0,0,13
2883,0,1,0,0,2
2884,0,1,3,0,3
2885,0,0,0,0,1
2886,0,2,1,0,0
2887,0,1,0,0,7
2888,0,1,0,0,0
2889,0,1,1,0,4
2890,1,1,0,0,2
2891,1,1,0,0,2
2892,0,1,0,0,4
2893,0,1,1,0,0
2894,0,1,0,0,2
2895,0,2,1,0,0
2896,0,1,3,0,1
2897,0,1,0,0,2
2898,0,1,1,0,5
2899,1,1,1,5,1
2900,0,3,1,5,0
2901,0,1,1,0,1
2902,0,2,1,0,0
2903,0,1,0,0,7
2904,0,1,1,6,0
2905,1,0,0,0,1
2906,0,1,0,0,2
2907,1,1,2,5,10
2908,0,1,0,0,10
2909,1,1,1,0,1
2910,0,1,0,1,12
2911,0,3,3,1,0
2912,0,1,1,0,1
2913,0,2,1,0,1
2914,0,1,2,0,0
2915,0,1,0,0,0
2916,0,1,0,0,1
2917,0,1,1,0,10
2918,0,1,1,0,2
2919,0,1,0,0,5
2920,0,2,1,0,0
2921,0,1,0,0,0
2922,0,2,0,0,8
2923,0,2,1,0,5
2924,1,1,0,0,0
2925,0,1,0,4,5
2926,1,3,1,5,1
2927,1,1,1,0,0
2928,0,1,3,0,6
2929,0,2,1,0,20
2930,0,1,0,0,1
2931,0,0,0,0,0
2932,0,2,3,1,7
2933,0,2,3,0,6
2934,0,3,0,3,6
2935,0,1,1,0,0
2936,0,1,2,2,0
2937,0,1,0,0,1
2938,0,1,1,0,1
2939,0,1,2,1,0
2940,0,1,1,0,0
2941,0,1,0,0,9
2942,1,2,0,1,0
2943,0,1,0,0,1
2944,0,2,1,1,0
2945,0,2,1,0,2
2946,0,2,2,1,8
2947,0,2,2,0,0
2948,0,1,0,0,0
2949,0,2,0,0,10
2950,0,1,0,0,1
2951,0,1,1,0,17
2952,0,1,2,0,0
2953,0,2,1,0,2
2954,0,2,0,0,3
2955,1,2,1,2,0
2956,0,1,0,0,0
2957,0,1,0,0,4
2958,1,1,1,0,9
2959,1,1,0,1,1
2960,0,2,0,0,6
2961,0,1,0,0,12
2962,0,1,1,0,1
2963,0,1,1,0,0
2964,1,1,1,0,3
2965,0,1,0,0,2
2966,0,1,1,0,0
2967,1,3,0,0,1
2968,1,2,0,0,10
2969,1,2,3,2,0
2970,0,0,1,0,1
2971,0,1,0,0,0
2972,0,1,0,0,0
2973,0,1,0,0,0
2974,0,2,0,0,3
2975,0,1,0,0,21
2976,0,1,2,0,5
2977,0,1,0,0,12
2978,1,1,0,0,0
2979,0,2,1,1,1
2980,0,1,1,0,4
2981,0,1,2,1,0
2982,0,2,0,2,1
2983,0,2,0,0,33
2984,0,1,0,0,1
2985,0,2,1,1,11
2986,0,1,2,0,2
2987,0,1,1,0,1
2988,1,1,0,0,2
2989,0,2,1,2,3
2990,0,1,1,0,2
2991,0,1,1,5,3
2992,0,1,1,0,1
2993,0,1,0,0,0
2994,0,1,0,0,1
2995,0,3,1,1,0
2996,0,2,1,0,3
2997,0,1,0,0,3
2998,0,3,1,0,0
2999,0,1,1,0,2
3000,0,1,1,0,1
3001,0,1,0,0,15
3002,0,2,0,0,0
3003,0,1,0,0,10
3004,1,1,0,0,3
3005,0,1,1,0,6
3006,0,2,0,0,2
3007,0,1,3,0,5
3008,0,1,1,0,9
3009,1,1,0,0,10
3010,0,1,3,0,5
3011,0,2,1,0,7
3012,0,3,2,5,2
3013,0,1,0,0,0
3014,0,2,0,0,23
3015,1,1,1,0,8
3016,0,3,1,5,3
3017,1,1,1,0,0
3018,1,1,0,0,2
3019,0,1,0,4,2
3020,0,1,1,0,2
3021,0,3,0,0,13
3022,0,1,0,0,5
3023,0,1,0,0,6
3024,0,1,0,0,0
3025,0,1,2,0,8
3026,1,2,0,0,1
3027,0,1,1,0,2
3028,0,1,1,0,10
3029,0,1,1,0,2
3030,1,1,0,0,3
3031,0,1,0,0,1
3032,0,2,1,0,2
3033,0,1,0,0,5
3034,0,1,2,0,1
3035,0,2,1,1,0
3036,1,1,0,0,1
3037,0,1,0,0,2
3038,0,1,0,0,7
3039,0,2,1,0,3
3040,0,1,0,0,3
3041,1,3,1,5,1
3042,1,1,0,0,0
3043,1,1,0,0,0
3044,0,1,0,0,6
3045,0,1,3,0,3
3046,1,1,0,0,4
3047,1,1,2,4,0
3048,0,1,0,0,14
3049,0,1,1,0,1
3050,0,2,1,2,3
3051,1,1,0,0,3
3052,1,1,0,0,4
3053,0,2,3,0,5
3054,0,1,1,0,2
3055,0,1,0,0,2
3056,0,1,0,6,0
3057,0,1,1,0,0
3058,1,1,0,0,3
3059,0,1,0,0,1
3060,0,1,1,0,6
3061,0,2,0,1,3
3062,0,1,0,0,1
3063,1,1,1,0,1
3064,0,1,0,0,0
3065,1,1,3,4,0
3066,0,1,1,0,9
3067,1,1,3,1,0
3068,0,2,2,0,3
3069,0,2,3,0,0
3070,0,1,0,0,9
3071,0,1,0,0,16
3072,0,1,2,2,0
3073,0,1,1,0,0
3074,0,1,0,0,0
3075,0,1,2,1,6
3076,0,1,0,0,7
3077,1,2,2,2,2
3078,0,2,2,1,0
3079,0,1,2,5,0
3080,0,1,3,0,3
3081,0,3,1,5,0
3082,0,2,0,0,19
3083,1,1,0,0,4
3084,0,1,3,0,1
3085,0,2,0,0,1
3086,0,2,0,0,3
3087,0,1,0,0,14
3088,0,1,1,0,0
3089,1,1,0,0,3
3090,0,2,3,0,4
3091,0,1,0,0,1
3092,0,0,0,0,1
3093,0,1,0,0,9
3094,0,1,2,0,1
3095,0,2,0,0,9
3096,0,1,0,0,0
3097,1,1,1,0,2
3098,0,1,0,0,3
3099,0,1,1,2,1
3100,0,2,1,0,4
3101,1,2,2,1,2
3102,0,2,0,0,8
3103,0,1,0,0,4
3104,0,1,0,0,4
3105,0,1,1,0,0
3106,0,2,2,0,10
3107,1,1,1,0,1
3108,0,1,3,2,0
3109,0,1,2,1,1
3110,0,1,0,0,3
3111,0,2,3,1,0
3112,0,1,0,0,10
3113,0,3,0,5,1
3114,0,1,0,0,1
3115,0,1,0,0,1
3116,0,0,0,0,2
3117,0,2,2,5,4
3118,0,1,1,5,17
3119,0,1,0,0,1
3120,0,2,0,0,6
3121,0,1,1,0,1
3122,0,1,1,0,2
3123,0,1,1,0,10
3124,0,1,1,0,4
3125,0,2,0,5,10
3126,0,2,0,0,9
3127,0,2,2,5,3
3128,0,1,1,0,1
3129,0,1,1,0,1
3130,0,1,1,1,1
3131,0,1,0,0,2
3132,0,1,0,0,0
3133,0,1,0,0,4
3134,0,1,0,0,0
3135,0,1,2,0,14
3136,1,1,1,0,0
3137,0,1,0,0,19
3138,0,1,1,0,0
3139,0,1,0,0,6
3140,0,1,1,0,0
3141,1,1,1,0,2
3142,0,1,0,0,8
3143,0,2,0,1,0
3144,0,2,0,5,8
3145,0,1,1,0,1
3146,1,1,0,0,6
3147,0,1,0,0,6
3148,0,1,0,0,0
3149,0,2,1,0,4
3150,0,2,0,2,13
3151,0,1,1,0,0
3152,1,1,1,0,5
3153,1,1,0,0,0
3154,0,1,0,0,3
3155,1,1,1,0,0
3156,0,1,0,0,0
3157,0,1,1,0,3
3158,0,2,1,0,0
3159,0,1,0,0,1
3160,0,1,0,2,0
3161,1,2,0,0,1
3162,0,1,0,1,3
3163,0,1,0,0,1
3164,1,1,0,0,1
3165,1,1,1,0,7
3166,1,1,0,0,1
3167,0,1,1,1,2
3168,0,2,1,1,2
3169,1,1,0,0,2
3170,0,1,1,0,0
3171,0,1,0,0,2
3172,0,1,0,0,1
3173,0,2,0,0,12
3174,0,1,0,0,1
3175,0,1,0,0,24
3176,0,1,0,0,1
3177,0,1,1,0,3
3178,0,1,2,0,0
3179,1,1,0,0,0
3180,1,1,1,1,1
3181,1,1,0,0,0
3182,1,1,0,0,0
3183,0,1,0,0,7
3184,0,2,0,2,6
3185,1,1,1,0,2
3186,0,1,2,0,7
3187,0,1,1,0,6
3188,0,1,0,0,8
3189,0,2,1,1,0
3190,0,1,0,0,1
3191,0,1,0,6,5
3192,0,1,0,0,0
3193,0,1,0,0,10
3194,0,0,0,0,2
3195,0,1,3,0,9
3196,0,1,0,0,10
3197,1,2,0,0,0
3198,0,1,0,0,0
3199,0,1,0,0,7
3200,0,2,0,5,7
3201,1,1,1,0,0
3202,0,1,2,1,1
3203,0,1,0,0,1
3204,0,0,0,0,0
3205,0,1,0,1,1
3206,0,1,1,0,18
3207,0,1,2,0,1
3208,1,1,0,0,3
3209,0,1,1,0,0
3210,0,1,0,0,0
3211,0,2,0,0,6
3212,1,2,0,5,4
3213,1,1,1,0,1
3214,0,1,0,0,2
3215,0,1,3,0,0
3216,0,1,1,0,0
3217,0,1,0,0,5
3218,0,1,0,1,1
3219,1,2,1,2,2
3220,0,1,0,0,1
3221,0,1,0,0,23
3222,0,1,0,0,25
3223,0,1,0,0,18
3224,0,2,0,2,1
3225,0,1,0,0,11
3226,1,1,0,0,2
3227,1,2,1,0,0
3228,0,1,2,0,9
3229,0,1,1,0,9
3230,0,1,0,0,7
3231,0,1,3,0,0
3232,0,1,1,0,0
3233,0,1,0,0,7
3234,1,1,0,0,0
3235,0,1,0,0,1
3236,0,1,0,0,3
3237,0,1,2,0,3
3238,1,1,0,0,3
3239,0,1,0,0,26
3240,1,1,3,1,0
3241,0,2,1,4,1
3242,0,2,1,0,1
3243,0,1,0,0,1
3244,0,1,0,1,0
3245,0,2,0,0,11
3246,0,3,1,5,13
3247,0,1,0,0,9
3248,1,1,1,0,1
3249,0,1,3,0,1
3250,0,1,3,0,0
3251,0,2,0,0,8
3252,1,1,0,0,5
3253,0,2,0,4,0
3254,0,1,2,0,1
3255,0,2,0,0,0
3256,0,1,1,0,0
3257,0,1,0,0,2
3258,1,1,0,0,10
3259,0,1,1,0,8
3260,1,1,1,0,2
3261,0,1,0,0,0
3262,0,1,1,0,0
3263,0,1,2,2,0
3264,0,1,2,1,3
3265,0,1,1,0,0
3266,0,2,0,0,4
3267,0,1,0,0,0
3268,1,2,1,0,10
3269,0,1,0,0,0
3270,1,1,0,6,1
3271,0,1,0,0,0
3272,0,1,0,0,1
3273,0,1,0,0,27
3274,0,2,0,0,10
3275,0,1,2,0,1
3276,0,1,1,0,2
3277,0,1,0,2,8
3278,0,1,0,0,0
3279,0,2,1,5,2
3280,1,2,1,0,0
3281,0,1,0,0,1
3282,0,1,0,0,4
3283,0,1,0,0,0
3284,0,1,1,0,1
3285,0,1,3,4,0
3286,0,1,1,0,3
3287,1,1,0,0,1
3288,0,2,1,0,3
3289,0,2,2,0,9
3290,0,1,0,0,0
3291,0,2,1,1,0
3292,1,2,1,5,2
3293,0,0,0,0,3
3294,0,1,3,0,2
3295,0,1,0,0,3
3296,0,2,1,5,2
3297,0,1,0,0,0
3298,1,1,1,4,0
3299,0,2,1,1,0
