age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
69,4,138110,8,15,2,6,5,0,1,9899,3750,20,35,1
81,0,287940,10,15,1,12,1,4,1,12247,3962,15,31,1
76,4,1063018,15,10,3,8,0,0,0,54741,470,38,22,1
20,1,826749,1,13,1,2,2,4,0,88117,2859,1,32,1
61,0,876757,15,1,0,1,0,2,0,67040,800,80,2,0
64,1,567643,2,11,0,8,5,1,0,48253,1708,57,4,1
29,4,1149522,4,2,3,11,1,4,1,36554,4075,94,14,1
59,2,653018,8,3,6,3,5,2,0,55608,995,23,8,0
51,0,657703,11,13,6,0,1,2,1,46110,46,15,1,0
58,0,106911,14,10,4,11,1,3,0,84434,2498,28,20,1
59,0,30372,12,8,1,7,5,2,1,54886,735,81,6,0
17,3,883190,12,1,3,7,3,0,0,93087,139,91,20,0
29,1,523361,9,14,4,10,0,3,1,93346,14,36,28,0
55,5,86454,4,14,2,7,3,3,0,72916,3925,26,37,0
77,2,622898,12,8,2,5,0,3,0,62456,1788,83,22,0
44,0,948384,1,4,1,3,1,3,1,72818,3867,38,30,1
63,3,1071933,14,13,6,1,0,3,1,967,1955,9,0,1
74,4,206288,4,14,5,3,1,3,0,69307,416,89,11,1
54,2,40416,13,10,3,2,5,2,0,877,30,35,38,0
32,0,1107717,0,9,4,5,2,2,0,88344,2553,48,38,1
68,6,312855,0,4,2,1,4,4,0,41098,1046,49,18,1
59,4,234056,1,1,2,10,5,4,1,13168,1121,37,27,0
27,1,504786,2,11,2,12,0,1,1,80689,202,46,22,1
52,4,389799,1,7,3,4,2,4,1,63729,83,45,7,1
26,3,1262798,7,2,1,8,5,4,1,53564,256,15,33,0
77,4,183488,7,7,0,2,4,0,0,79672,3579,3,35,1
76,0,938290,3,2,3,10,5,1,0,23994,2912,32,9,0
85,3,238840,2,9,0,11,1,1,0,84123,217,85,38,0
41,4,391416,10,13,6,1,1,1,1,80333,595,15,0,0
56,6,1360779,15,12,2,5,2,3,1,47520,1277,85,34,0
23,0,577797,13,15,0,7,2,0,1,41308,110,96,23,1
56,3,380129,4,12,2,4,5,2,1,62491,2203,38,9,0
27,0,724683,5,13,3,12,2,3,1,93296,2265,77,29,0
46,4,568026,13,13,1,0,1,1,0,52499,4014,90,29,1
76,0,413728,10,12,4,6,5,1,1,82188,4208,26,0,1
25,4,600229,10,2,2,2,5,2,0,98613,1283,74,40,1
62,5,610521,1,12,4,0,2,2,0,11024,639,65,6,1
40,1,527916,2,13,6,11,1,4,1,42226,3285,70,35,0
56,3,1055034,0,11,2,11,5,1,0,37145,2653,77,1,0
27,6,1288573,8,1,3,9,2,4,1,94462,3177,80,26,1
32,4,1168389,0,6,1,13,2,2,1,74975,60,84,33,0
28,1,605901,12,9,6,3,4,1,0,25981,3502,51,26,1
55,3,336927,1,11,1,10,2,4,0,7940,3700,75,13,1
36,4,978658,10,10,1,5,5,4,1,38153,3324,61,16,0
35,4,1385637,13,4,5,0,0,4,0,33582,2515,52,36,1
39,2,474527,9,10,0,10,4,1,0,42689,55,1,40,0
37,2,235242,5,9,4,4,0,4,0,61929,2360,29,36,0
77,3,1222648,4,9,0,10,4,2,1,2066,3432,14,26,1
24,3,560444,7,2,2,7,5,2,1,8187,33,66,28,0
58,1,662282,3,12,0,1,1,0,0,15377,3797,48,35,0
36,0,192985,11,14,0,13,3,1,1,87178,311,1,6,0
32,4,1410939,10,12,6,13,0,0,0,48181,161,43,36,0
27,3,578228,9,8,4,10,2,0,1,72346,2545,79,16,1
73,3,808417,4,10,1,4,0,0,0,46948,1527,96,18,1
61,5,997641,5,14,5,2,4,2,1,85080,2255,96,5,0
58,2,879412,14,6,3,8,1,1,0,97785,2474,44,20,1
57,5,1330235,4,14,0,9,4,0,1,94364,2513,67,40,1
40,0,499927,14,3,1,1,3,2,1,31237,627,83,11,0
85,4,164365,7,3,3,12,4,1,0,37589,1087,9,40,0
19,3,1021191,4,11,3,12,4,3,1,93385,2940,8,14,1
35,1,966383,15,6,6,5,3,4,1,65031,3943,97,8,1
37,0,449946,12,7,3,11,2,4,1,28791,153,61,21,1
32,6,1016889,4,15,1,9,1,4,1,56652,2770,95,11,1
33,2,1055419,1,3,2,11,1,2,1,72342,2448,77,40,0
31,6,839430,4,8,3,12,1,4,0,38318,4191,55,37,0
89,3,595156,12,2,0,5,0,2,1,81701,1117,28,26,1
21,3,1054521,13,2,3,5,0,4,1,55651,2122,2,20,0
46,0,37338,7,13,4,8,1,2,1,91447,1955,26,8,0
49,1,169602,13,7,1,9,3,0,0,94153,2079,7,32,1
72,2,262860,5,13,0,2,4,0,1,99833,2059,29,14,0
59,6,1299982,14,15,2,3,4,2,1,1834,528,82,33,1
69,5,1077970,4,3,2,9,4,2,0,3488,3205,1,31,0
31,2,59675,10,3,1,11,1,1,1,85154,853,16,36,0
80,3,1047846,4,9,6,0,4,3,1,21080,4236,15,15,0
68,3,1390308,14,3,4,10,1,0,0,11144,1896,99,28,0
49,0,1169579,9,14,5,13,5,3,1,49009,1738,90,31,1
67,3,1063586,1,14,5,4,1,1,1,41614,2452,34,12,1
51,0,839790,7,2,1,2,3,0,1,36251,2085,68,0,0
22,1,898505,3,9,1,9,5,1,1,34640,2178,50,17,0
53,1,679033,3,11,5,2,1,1,1,14017,2510,4,10,0
84,4,985847,2,12,5,6,3,0,1,49509,1690,42,34,0
71,3,1159182,11,3,4,4,1,4,0,14322,2206,13,12,0
42,5,940179,4,12,5,9,4,2,1,54099,465,28,11,0
31,3,1378279,11,5,3,9,1,3,1,66358,2305,5,1,1
85,3,557194,9,9,1,2,0,0,0,15885,4338,61,2,1
74,5,672975,13,8,6,13,1,3,0,16054,3396,56,1,1
70,2,175644,6,5,0,8,3,4,0,56704,864,37,18,1
64,2,1243223,11,15,4,4,1,2,0,71419,188,22,21,0
77,6,1184514,8,3,1,8,3,2,1,167,2872,40,25,1
71,0,495531,10,6,5,4,4,3,1,69905,1678,19,11,0
77,2,587157,10,13,4,5,0,3,0,75469,2130,11,33,0
90,2,1322304,4,1,5,5,3,2,0,92068,3107,82,38,0
72,2,1452555,5,12,0,8,4,2,0,75390,1496,10,28,1
60,2,1230415,13,6,4,6,5,2,1,22136,3044,78,31,0
43,6,1014999,11,14,2,4,5,4,1,74689,3910,11,17,0
56,6,136345,15,13,3,6,5,3,1,91897,2901,93,34,1
67,1,823999,6,14,5,13,4,2,1,83579,645,62,34,0
53,0,60774,5,16,5,13,3,2,1,70489,3818,16,32,0
86,5,30837,14,14,5,7,2,1,0,23403,2302,76,24,1
37,3,704089,6,2,5,2,1,0,0,45765,3745,42,6,1
35,1,130920,1,3,2,13,5,1,0,10918,2436,35,2,1
58,2,404262,11,3,3,5,3,2,0,83846,289,18,29,0
32,2,756975,11,4,0,7,5,0,0,59710,3653,84,25,1
20,4,864107,10,10,3,3,2,2,0,93967,3517,42,15,0
30,2,1269325,6,11,1,8,1,0,0,50700,585,75,37,1
34,3,1142006,5,1,3,12,1,4,0,45432,917,66,35,1
84,5,1326244,4,13,2,11,1,4,1,41384,253,95,39,1
32,1,74265,2,10,6,13,4,0,0,63790,4282,71,1,0
75,4,1416988,1,2,1,6,1,2,1,92269,1628,81,14,1
31,1,170666,14,14,3,2,3,0,0,253,1602,8,32,1
23,5,1457066,5,11,3,13,5,2,1,84009,2987,42,9,1
44,0,537555,8,12,2,0,0,1,0,46175,3302,14,29,0
53,4,835954,10,6,3,13,0,3,0,4798,205,1,33,0
82,1,412462,5,2,4,10,1,0,0,55948,241,71,27,0
50,3,1127365,12,12,4,11,5,1,0,8167,1969,79,33,0
55,2,83296,3,1,6,6,4,1,0,82290,2082,72,17,0
37,5,736754,10,8,1,8,5,3,1,77071,3586,30,24,0
28,0,1250134,13,4,6,6,4,4,1,74428,768,86,20,1
51,3,443284,2,9,5,0,1,0,0,78127,1687,12,1,1
68,2,230660,0,4,1,11,1,0,1,44572,1890,83,17,0
45,4,1325599,14,11,3,7,4,1,0,1278,280,20,4,0
28,6,1326804,3,6,3,12,2,0,0,39166,1719,44,39,0
88,4,879724,11,1,4,8,0,1,1,37286,1778,46,36,1
22,1,1323235,5,15,6,10,1,2,0,61002,3099,51,37,0
36,6,787043,13,5,3,8,0,3,1,85431,1315,28,40,1
68,6,1406014,1,9,0,0,4,3,0,44212,1922,24,9,0
32,3,335757,0,12,3,1,3,1,1,39803,2700,51,26,1
72,6,631419,5,1,4,1,0,1,0,79359,628,55,1,0
62,0,1116221,1,5,3,9,0,4,1,17211,336,67,24,1
78,2,621650,2,9,3,10,4,2,1,95611,2670,92,8,0
18,2,1471129,15,1,3,10,5,0,0,9790,2430,46,36,1
21,5,455500,10,13,2,7,1,4,1,89917,143,71,3,0
29,5,568653,13,9,6,12,3,2,0,49923,223,3,5,1
64,5,1067465,2,5,1,4,2,4,0,21778,897,19,16,1
81,4,1306749,9,14,3,2,5,3,1,54198,3411,38,3,1
71,0,506560,4,5,6,7,0,1,0,10925,1953,92,16,1
60,2,805500,8,6,2,1,1,4,1,45032,2675,2,33,0
64,4,1264600,1,14,6,12,3,0,1,6394,3756,89,30,0
35,4,140760,8,16,4,2,2,4,0,93006,2890,53,27,0
70,1,1366815,1,7,1,10,2,2,0,96970,1397,54,4,1
66,6,956677,10,4,0,12,4,3,0,29340,4252,1,21,0
29,6,667729,0,4,4,6,3,3,1,70750,1435,64,25,1
71,3,1351593,12,8,3,3,4,0,1,25294,2451,62,1,1
79,3,1332007,1,6,6,13,4,1,1,83386,2768,2,26,1
80,6,126175,5,8,0,2,5,2,1,11927,296,22,5,1
88,0,1216728,7,2,3,12,1,1,1,21941,500,24,5,0
81,1,1149677,3,6,2,10,2,3,1,30636,2067,12,32,1
60,5,344226,10,9,6,2,4,4,1,19540,1552,72,35,0
52,5,788279,5,14,3,10,5,2,0,51921,4142,60,26,1
70,5,961067,6,11,6,10,0,4,0,26967,1391,19,6,0
87,6,1071651,1,9,3,8,0,3,0,77685,1908,59,34,1
17,0,1400213,9,12,5,5,3,3,0,75961,3648,55,14,0
61,2,1391554,7,15,0,12,0,0,0,74965,3138,18,34,1
18,5,583254,2,9,4,9,3,1,0,38168,4088,86,2,1
65,6,174757,5,14,3,6,3,0,0,85543,1221,28,28,0
83,5,1370285,5,11,6,7,3,0,0,66362,4178,47,17,1
62,5,1246688,14,12,6,7,2,2,1,53112,2376,85,19,1
46,1,595998,2,14,1,13,4,3,0,99051,258,55,33,0
42,4,1417612,13,3,4,1,5,0,1,81699,4127,41,27,1
38,3,403035,8,15,4,13,5,0,1,252,2071,3,3,1
57,0,784700,2,9,2,12,0,4,1,61436,2343,31,37,1
39,2,1016629,15,8,5,4,2,4,1,51286,2952,43,27,1
19,4,763824,9,4,0,10,4,3,0,39092,3226,25,2,1
76,5,174581,1,1,5,0,2,0,1,73375,2448,18,16,0
77,6,1176626,3,1,1,12,2,0,1,43061,1522,8,1,1
67,0,247141,10,14,6,0,1,0,0,48107,1083,28,8,1
80,3,1469232,15,4,2,9,1,2,1,90972,2842,53,19,1
52,4,333929,12,10,6,6,0,4,1,25909,16,93,6,0
83,3,34232,4,4,6,5,2,2,1,14783,498,40,30,1
30,6,1251930,13,6,1,3,1,1,1,82007,705,13,29,0
90,0,1043435,15,10,4,8,2,1,0,44116,3578,88,38,0
69,6,355079,12,11,3,0,4,2,1,54170,3395,50,26,0
48,6,1395297,4,15,6,9,4,0,0,77739,1032,61,28,1
54,4,628206,14,14,2,4,5,1,0,27699,2102,35,15,0
46,5,49777,14,12,2,9,5,1,0,75248,470,34,30,0
80,1,880870,6,12,0,0,4,3,0,55601,1884,10,26,1
67,3,657344,3,2,5,1,1,3,1,74069,1731,88,38,0
64,5,513536,1,13,6,7,1,3,0,52465,3589,10,27,1
79,3,652337,15,11,3,6,4,2,0,97148,3800,59,31,1
49,4,642578,1,15,4,7,2,2,0,45165,64,84,35,0
36,5,391774,3,1,5,3,1,4,1,34383,4344,12,12,1
33,6,1338685,9,14,3,13,5,0,0,32672,3740,83,26,1
67,2,452880,1,16,5,13,0,2,1,90134,2159,89,31,0
54,1,903705,10,5,0,13,1,0,0,19099,915,9,5,1
52,3,1355275,8,4,5,6,1,1,1,74041,3931,88,18,1
85,2,88570,9,1,1,12,1,1,1,31352,3577,18,5,1
68,3,594346,7,15,0,1,3,3,0,71641,616,7,3,1
23,5,1349077,11,9,2,6,4,3,1,96902,366,80,37,0
67,0,441319,1,11,3,4,4,3,0,98302,3718,33,36,0
54,2,775306,7,12,6,4,5,1,0,64680,2562,16,29,1
33,5,1342814,4,5,0,10,2,2,0,22112,2698,36,13,1
56,1,1474326,9,7,4,12,2,4,0,52623,3999,35,19,1
80,2,1036720,14,16,3,13,3,2,0,18001,3780,18,21,0
64,3,556783,0,14,4,9,2,4,0,40058,2150,29,31,0
31,5,1166997,8,8,6,3,2,0,0,87075,2050,23,10,0
50,3,1187765,13,10,3,13,2,0,1,27033,60,95,16,1
66,0,267666,12,16,0,10,2,0,1,80936,137,75,24,1
28,6,296165,15,5,6,10,4,1,1,69198,460,65,12,0
29,1,248662,15,8,2,8,0,3,1,62988,2752,71,12,1
57,5,35132,6,5,6,8,4,2,1,49043,623,36,5,1
47,6,753788,2,7,1,0,0,4,1,65802,178,98,2,1
90,3,325377,8,16,6,11,5,4,0,97497,228,94,4,1
89,0,979235,2,7,2,9,1,0,1,92570,3812,6,38,1
22,3,1312106,2,7,5,3,4,3,0,85706,2885,70,27,1
33,5,378859,14,5,6,12,4,2,0,21213,4078,55,15,1
22,5,1402710,9,13,2,1,3,2,1,58137,1301,48,3,1
39,2,1190369,5,8,0,12,1,2,0,33705,1362,96,26,0
21,3,628312,11,5,0,7,4,2,0,67429,2506,71,35,1
83,0,1408556,3,15,1,2,3,0,1,12379,3013,96,3,1
71,6,708840,8,7,0,4,1,1,1,11743,2774,73,16,1
73,1,158861,6,2,0,5,0,3,0,79363,2083,79,4,0
17,4,143520,4,7,5,4,5,2,0,84034,4308,65,30,1
36,2,466971,10,12,2,8,4,3,0,21791,1764,59,10,0
28,5,866937,11,11,3,1,1,3,1,45164,2569,8,24,0
40,2,1329384,1,10,3,12,5,2,1,45521,2740,15,12,0
90,4,144404,4,7,6,2,3,0,1,54813,1302,79,9,1
81,0,722508,7,10,0,13,2,2,0,67741,2125,14,21,0
82,2,881473,5,14,6,6,5,1,1,16573,1075,61,24,0
68,2,1438623,2,4,1,6,0,1,1,58324,2678,5,16,0
71,1,601797,3,5,6,8,0,1,0,25660,2262,56,4,0
44,4,1255517,15,2,4,3,2,0,1,64657,3598,95,31,0
71,3,1325436,10,15,5,6,3,4,0,66704,2554,87,1,0
85,3,1065739,14,15,6,2,2,1,1,20276,899,7,18,0
29,1,1129495,0,15,3,8,4,2,0,92829,3179,12,26,0
75,5,226080,11,13,5,11,2,2,0,4721,246,42,4,1
17,0,1178347,5,7,3,11,2,0,0,86065,3905,95,30,0
24,0,708652,5,11,1,13,0,1,0,89274,2052,21,19,1
74,0,74040,9,15,4,4,5,4,1,19948,2005,40,40,0
21,6,1117772,0,9,6,9,2,0,1,6767,1887,74,39,0
40,3,111556,0,15,4,6,1,1,1,4976,227,81,20,1
40,5,930741,4,1,4,9,2,2,1,12149,2873,31,20,0
24,6,510677,11,3,4,3,4,3,0,43618,4,99,1,0
49,4,1238914,10,12,1,8,4,0,1,38754,1451,61,25,0
24,0,1204828,13,8,1,9,0,1,1,85115,1017,20,24,0
90,2,582880,2,12,3,1,4,3,0,21075,1327,10,38,0
50,3,659335,4,10,1,6,0,4,0,32263,4106,61,14,0
83,5,154855,3,13,3,10,5,0,0,54160,2453,37,30,1
37,6,1360987,15,4,6,7,2,0,1,59708,1889,61,30,1
34,0,645771,8,7,0,9,0,0,0,81013,1982,13,28,0
51,3,38116,5,1,4,10,3,1,0,74239,1493,62,16,1
53,1,600155,2,16,2,1,2,0,0,48582,3039,64,31,1
86,0,179082,2,8,5,1,4,0,0,8302,1677,64,17,0
17,5,301430,15,14,1,12,0,1,0,79382,3440,95,14,1
64,4,1058004,6,7,4,4,4,0,1,21868,3619,89,5,1
64,3,892071,0,8,2,9,4,0,1,40430,1119,61,37,0
56,0,1028004,11,5,4,5,2,2,1,82487,2559,52,10,1
65,3,1461809,0,16,0,7,2,4,1,16693,2152,57,1,0
34,0,479545,7,9,2,13,4,4,1,65007,3330,57,31,0
24,3,1018051,13,6,6,11,4,1,1,54261,3157,42,8,0
78,6,206000,8,12,2,9,0,1,1,74368,1114,15,28,0
53,0,61325,8,10,6,1,3,0,1,86594,787,51,36,0
36,2,1135653,2,13,6,5,2,3,1,28541,644,58,31,1
58,3,927630,10,9,2,1,3,1,0,49638,3234,35,26,0
38,5,127127,7,1,3,4,4,3,0,18754,312,3,0,1
37,1,224419,9,3,0,7,4,1,0,83759,2049,65,10,1
54,0,774338,4,8,6,0,5,1,1,63218,797,66,39,1
59,6,751509,13,2,5,13,5,1,0,62513,4166,38,1,1
48,3,651584,10,13,1,8,3,3,1,99911,3875,16,6,0
63,2,877726,0,5,4,4,2,4,1,1836,3984,37,14,0
76,5,263930,4,15,0,12,1,3,0,93015,630,21,29,0
53,0,1129551,2,1,3,1,5,2,0,7597,2700,68,32,1
75,0,122208,0,9,2,4,3,1,1,76937,4334,8,19,0
20,2,1064580,6,14,3,12,0,4,1,64985,3935,70,11,0
53,6,1174887,11,5,5,8,3,3,1,49017,3056,12,25,1
30,2,1009736,1,15,4,12,1,3,1,97187,783,96,34,1
74,1,58780,2,8,1,13,0,3,0,7970,2546,35,4,1
17,5,1420735,15,10,3,4,5,0,1,52551,2241,91,22,0
33,1,1238187,4,8,0,10,0,1,1,62470,3463,96,40,0
35,4,512679,5,6,0,4,4,3,1,94106,3643,59,31,0
34,3,1069247,0,3,2,3,5,3,1,76314,476,84,34,1
70,2,1255452,3,13,6,6,1,2,1,80578,1690,48,40,1
69,0,1363556,5,4,1,13,4,4,0,14532,2662,85,14,0
34,5,612359,12,6,5,9,2,1,1,26219,3496,89,25,1
47,4,817185,9,5,4,10,1,0,1,31630,1155,9,38,1
76,1,654927,14,8,3,1,1,4,0,40227,2254,89,9,1
64,4,791468,5,10,3,9,4,3,1,15182,1700,2,27,0
88,2,256543,14,13,0,6,1,1,1,83776,3205,99,1,1
38,3,855110,3,10,3,6,3,1,1,13839,4356,60,19,1
18,4,1351109,4,12,1,10,5,2,0,70810,10,98,21,0
21,5,1237781,2,9,0,4,0,4,0,7884,2898,15,3,1
84,6,1481542,5,15,1,13,4,2,0,55623,2283,23,4,1
46,5,1447812,3,14,4,5,4,0,1,38026,124,43,8,1
17,1,38706,15,13,6,10,0,2,1,94355,3429,98,31,1
81,1,1488123,9,11,3,8,1,2,1,59271,3175,28,24,0
41,5,1159425,8,11,3,0,3,0,1,22229,803,10,13,0
81,2,874146,0,5,0,4,4,1,0,77563,105,22,35,1
34,3,968617,5,9,1,7,3,1,0,94794,3080,42,14,0
26,2,622536,5,3,1,6,2,2,1,92296,2805,68,18,0
23,3,831948,9,3,6,2,5,2,0,97079,1753,94,20,0
87,2,1275234,4,13,5,11,5,2,1,49899,1720,96,28,0
45,4,1400543,9,7,3,1,3,2,1,38936,3743,81,36,0
51,3,697722,15,5,3,0,0,1,1,51672,3921,37,3,0
63,2,82510,2,16,4,8,2,1,1,39581,2153,83,39,0
23,5,299532,7,14,3,3,3,2,0,40868,4229,2,2,0
20,3,880703,0,12,4,12,2,0,0,63384,3703,27,40,0
39,2,183910,0,3,5,13,1,0,1,51558,2981,66,37,0
23,0,565536,13,8,3,7,2,0,1,3857,966,72,30,0
63,2,231777,10,10,5,3,4,0,1,55797,1651,77,30,0
80,5,318040,14,14,5,6,4,1,1,75247,1232,28,15,1
40,4,1358026,3,8,1,10,2,0,1,6279,1690,28,6,0
87,0,1365831,7,6,4,4,4,2,1,72278,1799,53,7,0
22,0,356207,10,11,1,9,2,0,1,12516,3321,50,6,0
36,0,253854,1,5,5,12,3,0,1,34886,3701,92,18,1
52,0,576150,0,8,3,11,1,3,0,97533,380,6,32,0
57,1,1301564,14,8,0,6,1,3,1,62494,1300,1,3,0
67,2,858047,10,12,4,10,4,2,1,94733,3986,38,38,1
59,0,322625,14,9,4,3,4,2,1,98645,520,87,9,0
69,6,1303766,14,14,2,8,5,2,1,60286,3768,94,3,1
48,4,320409,9,5,2,11,2,3,1,30985,2558,3,15,0
65,4,716064,13,13,1,7,0,0,1,68155,4213,78,21,1
45,5,400943,6,2,6,3,3,1,1,84017,2554,52,32,0
56,6,878931,14,8,2,7,3,0,1,86049,226,2,30,0
87,3,794591,8,15,2,10,2,0,1,91829,2916,62,0,1
71,2,326621,10,8,4,9,0,2,1,34780,3103,39,1,0
76,2,1130675,1,6,0,0,0,0,0,9321,535,21,29,1
75,0,874912,1,15,0,6,3,0,0,13421,1886,67,13,1
68,5,118423,3,1,2,1,0,1,1,73993,3270,78,20,0
63,3,345574,4,9,2,2,2,4,1,77511,3187,26,26,1
34,2,315037,0,2,6,12,5,1,0,60252,2779,45,22,1
29,6,287221,10,12,0,3,5,0,0,62773,1743,99,18,0
56,4,1137108,3,2,1,6,2,1,1,2934,737,65,33,1
57,5,1407884,7,9,0,1,0,3,1,65779,439,27,23,0
82,5,319634,6,7,3,2,1,1,0,50003,1955,16,4,0
48,5,175543,2,14,2,12,4,2,0,48695,2195,63,22,1
79,3,743602,11,15,6,2,2,0,0,62504,3370,83,4,1
62,2,913272,8,10,1,4,3,3,0,39722,3653,27,29,1
42,6,1233379,4,15,6,1,5,2,0,18262,1496,79,28,0
53,4,348429,12,6,1,2,4,4,0,14986,3170,73,9,1
51,4,933544,5,7,1,3,3,2,1,44490,3836,39,22,1
84,5,795498,1,9,1,9,5,0,0,95309,1127,45,12,0
27,2,1475262,8,12,1,3,1,3,1,10529,4142,30,37,1
86,6,236187,2,4,2,2,0,3,1,51067,2010,47,21,0
31,2,635876,2,13,4,8,0,1,0,8351,1294,61,6,0
79,3,1048148,11,8,3,1,4,2,0,54676,964,36,17,1
44,4,499388,10,15,5,4,0,2,1,63240,1500,23,20,1
44,0,1424828,9,7,6,9,5,4,0,58613,899,60,5,1
33,0,349113,11,1,2,2,0,4,1,90001,1786,12,27,1
34,0,792503,8,3,3,5,5,0,0,37834,2024,69,19,1
34,4,1324758,11,15,0,2,0,1,1,22937,3038,39,14,0
53,6,578704,3,10,2,2,2,0,1,19620,3537,3,21,0
86,1,456517,1,8,4,8,0,4,1,26602,865,49,23,0
82,5,19040,1,13,0,4,0,3,1,61453,1449,78,21,0
80,1,1399704,15,15,6,11,0,4,1,60201,1176,23,36,0
78,3,686659,3,11,4,13,1,0,1,88789,2261,83,20,0
42,0,52643,3,6,4,9,5,2,1,63848,835,13,6,1
81,4,1047697,2,9,1,1,1,1,0,63787,1639,21,11,1
68,2,693028,4,9,0,5,0,2,1,28072,2568,28,0,1
87,2,161541,11,15,2,10,2,1,1,41976,805,25,11,0
43,3,323796,0,8,4,11,3,2,1,3209,3827,37,3,0
37,3,539718,2,7,5,0,3,0,1,38740,812,8,36,0
17,1,640007,14,7,5,13,1,0,0,68686,2371,69,30,1
72,6,32581,0,16,2,3,3,0,0,27792,3809,10,30,0
84,6,755697,6,13,0,11,1,0,1,71974,879,31,19,1
48,2,1225783,7,4,6,8,5,0,1,89480,1801,53,27,0
75,1,622381,8,8,2,9,3,1,1,33870,1784,47,19,0
63,4,393637,5,12,1,4,0,0,1,73749,4159,12,14,1
20,3,356594,5,16,3,10,2,2,0,3993,1169,64,5,1
43,3,1213541,0,16,3,1,5,2,0,273,1826,12,9,1
20,3,373094,7,4,0,10,2,3,0,93895,74,49,1,1
64,3,316213,3,12,4,2,4,1,1,13348,1450,88,2,1
59,5,306506,13,12,5,0,1,4,1,89337,2039,51,5,1
42,0,801271,8,4,4,13,2,2,0,69471,1251,81,0,0
75,2,1334951,14,15,6,0,2,2,1,82729,2723,3,32,1
67,2,984941,4,4,5,8,0,0,0,7459,2058,26,10,1
46,6,86101,10,6,2,12,4,4,0,80420,2454,80,26,1
74,2,1489304,1,10,0,10,0,2,0,45810,3788,15,2,0
83,2,1337195,3,5,5,2,3,2,1,38738,1184,58,25,1
65,4,864007,9,10,6,4,5,4,0,30125,1482,61,15,0
19,1,700776,14,5,6,12,2,0,0,1411,3485,88,6,0
46,4,1373462,10,9,2,10,5,4,0,83782,1814,4,2,0
36,5,1020000,4,15,6,13,2,2,1,68299,26,14,6,1
19,2,276879,0,5,5,2,3,2,1,72048,2383,66,13,1
73,4,293370,3,8,2,10,3,2,0,495,701,41,23,0
24,2,998805,5,3,1,11,2,1,1,65217,1759,76,6,1
50,3,538772,0,2,2,9,1,3,0,58757,751,34,4,0
44,4,1228458,9,8,4,0,0,3,1,38711,1039,88,26,1
42,5,1329757,7,11,2,11,4,3,1,96027,306,6,2,1
76,2,63723,11,3,4,11,1,1,1,40361,2506,78,23,1
65,3,729915,4,3,1,11,4,3,1,98595,2576,78,24,0
38,4,1487507,13,12,0,13,4,2,1,85590,380,85,2,1
58,0,142118,15,13,0,3,3,2,1,55301,2420,91,8,0
54,0,148624,12,16,2,4,5,4,0,43742,273,98,18,0
42,1,817461,11,5,5,0,5,1,1,95988,481,8,34,0
88,6,484535,9,7,0,1,2,1,1,86693,2285,77,18,0
38,0,211106,4,9,5,8,4,4,1,33862,3465,46,36,1
70,5,732205,4,8,0,4,5,0,0,44344,3098,50,0,1
85,0,447664,11,8,6,13,2,4,0,23398,1280,69,14,0
50,2,1271905,14,11,6,8,5,1,0,74622,1342,32,28,0
22,5,1218596,11,2,6,2,5,3,1,8778,2068,66,1,0
70,1,1122237,3,15,6,4,4,4,0,4640,4336,20,8,1
64,3,654551,9,11,0,5,4,0,1,13514,2818,15,29,0
75,6,709753,10,9,6,6,5,2,0,80248,232,93,12,0
51,5,794949,2,3,0,0,1,0,1,53272,2513,89,32,0
53,2,1283109,10,10,2,5,3,3,1,37299,681,52,5,0
73,1,1328010,2,13,3,11,1,4,0,85933,1099,93,32,0
90,4,1287821,3,7,6,11,1,0,1,54010,1474,30,17,1
44,2,998546,13,12,6,0,5,0,1,65328,1084,57,27,1
90,5,820498,10,6,2,0,2,1,0,74479,1893,47,31,0
73,4,1371838,8,10,1,0,2,1,1,73116,1567,52,27,0
33,5,461061,14,4,1,11,1,2,0,63118,1679,13,29,1
31,3,232777,3,4,3,9,3,4,1,16069,1672,38,15,0
86,3,245797,4,15,6,4,3,0,0,61788,489,38,4,0
55,0,1451485,11,5,4,7,4,1,0,99591,1656,60,21,0
76,4,438345,7,15,6,10,1,1,0,93138,4033,71,13,1
40,1,591850,3,1,6,2,4,0,0,55265,3630,74,16,1
36,6,1127499,7,3,1,6,2,1,1,82186,238,93,40,0
22,0,371308,12,9,6,8,1,0,1,61866,1186,68,34,0
34,0,144244,3,3,2,11,4,4,0,69065,1427,49,12,0
80,3,1301226,13,7,1,4,4,0,0,24086,1646,78,26,0
87,4,328095,9,15,0,6,3,1,0,72157,2257,22,1,0
46,1,488246,9,9,2,6,1,2,0,93406,1413,15,5,1
54,1,1137498,15,13,2,8,1,4,0,48948,4164,28,5,0
75,6,250362,4,2,6,10,4,4,0,94696,1786,92,18,1
21,3,1149096,6,12,2,2,5,3,0,26269,3449,31,19,1
53,2,467652,2,4,4,12,4,1,1,81629,871,26,38,0
48,4,341247,13,2,1,3,2,3,1,30481,3825,72,24,0
27,3,904832,1,1,5,2,0,3,0,57005,2099,74,3,1
78,0,355418,15,16,4,5,1,4,1,18925,2283,29,6,1
70,5,671340,12,14,0,5,0,3,1,89031,1212,99,20,1
46,6,1287869,3,2,6,12,0,1,0,54778,2618,45,15,0
54,3,495267,10,5,2,6,3,3,0,3338,3755,38,14,0
