age_binary,sex_binary,race_C,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,Violence_score,Recidivism_score,is_recid
0,0,2,0,1,0,0,0,2,0,1,1,0,1,1,0,-1.23,-0.08,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-0.88,0.12,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.02,0.23,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.69,-0.86,1
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-2.22,-0.54,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-2.55,0.32,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.37,-1.31,1
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,-3.42,-1.86,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.2,-0.84,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-1.76,0.32,1
1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,-2.1,0.37,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.68,-0.71,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-2.11,-0.07,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.76,-0.85,1
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.36,-1.01,0
0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,-2.72,-0.89,1
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-3.37,-1.87,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-4.0,-2.44,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.45,-1.18,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.84,0.06,1
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4,-2.36,-0.34,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.77,0.09,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87,-1.11,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.59,-0.82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.12,-0.56,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,-2.52,-1.33,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-2.52,-0.94,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.6,-1.78,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.55,-0.07,1
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.3,-1.87,0
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.36,-1.17,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.42,-1.59,0
1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,1,-4.3,-2.39,0
0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.02,-1.43,0
0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,-1.04,0.54,0
1,0,2,0,0,0,0,1,1,0,0,0,0,2,0,1,-3.16,-1.19,0
1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,-3.87,-2.55,0
1,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,-2.04,-0.01,0
0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.33,0.33,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.01,0.01,1
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-4.15,-2.57,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.63,-0.17,1
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.12,-1.22,0
0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,-1.43,-0.03,1
1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,0,-0.65,0.89,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.44,-0.69,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-2.63,-0.98,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,-2.98,-1.43,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.57,-1.34,0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-3.03,-1.85,1
0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,-1.32,-0.23,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-2.65,-1.4,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.8,-1.53,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.04,0.23,0
1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,6,-3.59,-2.04,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-2.34,-0.69,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.88,-1.03,0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-4.4,-2.49,0
0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,-1.66,-0.17,1
0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-2.3,-1.27,0
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-3.39,-1.77,0
0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.81,0.28,1
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-1.9,-0.82,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,6,-3.67,-1.29,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.47,0.0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.6,-0.18,0
0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.05,-0.13,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8,-0.72,1
0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,-1.35,0.63,1
0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.17,-1.58,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.96,-1.65,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.13,-0.06,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.07,-0.58,0
0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,-2.88,-1.12,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.55,-2.17,0
0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,-1.75,0.01,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.53,-1.16,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-2.2,0.14,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.39,-0.87,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.7,-0.43,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.17,-0.94,1
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,-3.25,-2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.9,-1.1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1.75,0.38,1
1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,-3.17,-0.55,0
0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,-1.43,0.24,0
1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,-3.59,-2.01,0
0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.6,-0.69,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.57,0.42,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-3.94,-2.43,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.03,-0.29,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-3.12,-0.81,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.11,0.14,1
1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,-2.98,-0.76,0
1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-2.94,-0.8,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,-2.56,-0.38,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.56,0.19,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-1.96,-0.07,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.2,-1.19,1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,-1.2,0.13,1
0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.49,-1.39,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.91,-1.32,0
0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,2,-2.76,-1.39,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,-3.34,-0.23,0
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-2.98,-0.25,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-2.15,0.0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,-2.28,-0.85,0
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,-2.68,-1.33,0
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1.82,0.1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.63,-1.35,0
1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,-2.03,-0.14,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.62,-1.02,1
0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.69,-0.76,0
1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,6,-1.99,-0.39,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.5,-1.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.16,-1.03,0
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.59,-0.74,0
1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,6,-3.07,-0.82,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.53,0.1,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6,-1.01,0.64,1
0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-2.04,0.67,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.42,0.67,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.29,0.08,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.96,-0.46,1
0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,4,-0.02,1.23,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.29,-1.89,1
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.57,-1.29,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.71,-0.06,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56,-1.16,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.2,-0.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.19,-0.46,1
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.61,-0.92,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.24,-1.13,0
1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.89,-1.79,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,-3.18,-1.54,1
1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-2.23,-0.88,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-2.62,-0.65,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.08,-0.25,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.55,0.26,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.75,-0.7,0
0,1,0,0,1,0,0,0,2,0,1,1,0,2,0,0,-0.9,0.69,0
0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.03,-1.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.08,-1.46,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.67,-1.82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.82,-1.54,0
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,-3.97,-1.88,0
1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,-3.69,-1.91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-2.81,-0.72,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,-1.93,-0.59,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-3.42,-1.67,0
0,1,0,0,1,0,0,0,2,0,1,1,0,1,0,0,-0.86,0.78,0
0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,-0.64,0.69,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.27,-0.54,1
1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,-1.84,-0.31,0
0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,-1.47,0.07,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,-1.68,-0.15,1
0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.64,-1.48,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.4,-0.48,1
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.86,-1.24,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.64,-1.09,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.58,-0.39,0
0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,6,-2.09,-0.85,0
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.06,-1.56,0
0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-1.48,0.7,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-2.22,0.24,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.74,-0.65,0
1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.39,-1.2,0
0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,5,-1.37,-0.16,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.24,-1.82,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,-2.17,-1.02,1
0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,-1.26,-0.45,1
1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,-2.29,-0.5,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.52,0.53,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.97,0.45,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.55,-2.01,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.52,0.07,1
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-4.53,-2.94,0
0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,-2.14,-0.71,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.68,0.42,0
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.52,-0.74,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-2.63,-0.21,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-2.01,-0.77,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.36,-0.47,0
0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.02,-0.54,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,-1.29,0.32,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,-3.79,-1.64,1
0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.19,-0.75,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.56,-1.06,0
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.68,-0.35,0
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.81,-0.72,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,-1.37,0.1,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.61,-0.53,0
0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,-1.45,0.35,1
0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,-2.77,-1.19,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.63,-1.98,0
1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,-3.29,-1.96,1
0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,-2.09,-0.78,1
1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.52,-1.48,0
1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,-1.21,0.14,1
0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,-1.56,-0.27,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.95,0.69,1
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-3.83,-2.3,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,-2.98,-1.59,0
0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.32,-1.2,0
1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,-1.97,0.24,0
1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-3.1,-1.41,0
0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4,-2.04,-0.86,1
1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.26,-2.27,0
0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.04,-0.71,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-3.45,-1.76,1
0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,-1.46,-0.29,1
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,6,-4.4,-2.41,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.83,-0.41,1
1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.75,-2.21,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.65,-0.46,0
1,1,0,0,1,0,0,0,2,2,0,0,0,2,0,0,-2.56,-0.34,0
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,-3.08,-1.69,0
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,-3.22,-1.38,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-3.62,-1.73,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-3.4,-1.79,0
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.88,-1.21,0
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.35,-2.35,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48,-0.49,1
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.23,0.44,0
1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-2.36,-0.13,1
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.23,-1.83,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,-2.42,-1.0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.24,0.63,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.81,-0.58,0
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,6,-3.64,-1.75,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.61,0.18,1
0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.49,0.87,0
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.23,-0.8,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-3.66,-1.9,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.42,-1.06,0
0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,-1.03,0.64,1
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.54,-1.5,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,6,-2.91,-0.05,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.32,-0.58,0
0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.29,-0.33,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.29,-0.42,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.74,-1.25,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.66,0.52,1
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.02,-1.65,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.22,-0.42,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.62,-1.88,0
1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.59,-2.03,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,-2.92,-0.38,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.17,-0.34,0
0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,-1.49,-0.77,0
0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,-1.75,-0.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.39,-0.65,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.12,-0.96,0
1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.17,-1.47,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.15,0.38,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.12,-0.44,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.2,-0.42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.78,-0.82,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-2.04,-0.08,1
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,-0.8,0.48,1
1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,-1.01,0.7,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-4.13,-2.13,1
0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,-1.77,0.06,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,-1.59,0.26,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,-3.89,-1.4,0
0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.05,-0.79,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.75,-0.36,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.24,-1.02,0
1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,-0.15,0.31,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2.62,-0.48,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.37,-0.35,1
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2.18,-0.51,1
1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,-3.29,-1.83,0
0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,-1.69,-0.08,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.53,-0.82,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.73,0.63,1
0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.92,-1.6,0
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-3.32,-2.54,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,-3.3,-1.07,1
0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,6,-2.89,-1.57,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.28,-0.2,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.88,-0.8,0
0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,-1.34,-0.08,0
0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.62,-0.86,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.22,0.39,1
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-2.46,-0.06,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.5,1.06,1
1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,-2.45,-0.42,0
1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1.15,0.59,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-2.24,-0.19,1
0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,-1.01,0.41,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.76,-0.15,1
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,-3.79,-1.45,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,-1.6,-0.06,1
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1.81,-0.07,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.32,-0.27,0
0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,-1.11,0.07,0
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,-2.19,-0.25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42,-1.15,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-3.51,-1.83,1
0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.18,-0.74,1
0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.2,-1.31,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.69,-0.14,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-3.4,-1.51,0
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-1.67,0.17,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.64,-1.73,1
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.49,-1.17,0
1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,6,-3.63,-1.84,0
1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,-3.86,-1.87,0
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.19,-1.51,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,-2.77,-0.93,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.86,-0.6,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-4.06,-2.49,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.68,-1.29,0
1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,6,-4.08,-2.56,0
1,0,2,0,1,0,0,1,2,0,0,1,0,2,0,0,-1.44,-0.1,0
